portfolio_id,ticker,quantity,purchase_price,purchase_date,sector
PORT_0005,AUROPHARMA.NS,790,1474.84,2025-01-01,Healthcare
PORT_0005,METROPOLIS.NS,98,584.14,2025-01-01,Healthcare
PORT_0005,KEI.NS,919,6406.68,2025-01-01,Capital Goods
PORT_0005,COFORGE.NS,276,2044.15,2025-01-01,Information Technology
PORT_0005,BPCL.NS,332,291.85,2025-01-01,Oil Gas & Consumable Fuels
PORT_0005,OBEROIRLTY.NS,550,2051.01,2025-01-01,Realty
PORT_0005,DALBHARAT.NS,930,2084.84,2025-01-01,Construction Materials
PORT_0005,CGPOWER.NS,179,987.83,2025-01-01,Capital Goods
PORT_0005,NEWGEN.NS,49,646.12,2025-01-01,Information Technology
PORT_0005,ESCORTS.NS,404,2571.17,2025-01-01,Automobile and Auto Components
PORT_0005,IDEA.NS,993,11.47,2025-01-01,Telecommunication
PORT_0005,PARAGMILK.NS,47,201.77,2025-01-01,FMCG
PORT_0005,RAINBOW.NS,910,1275.74,2025-01-01,Healthcare
PORT_0005,NETWEB.NS,923,4111.48,2025-01-01,Information Technology
PORT_0005,KOTAKBANK.NS,325,329.71,2025-01-01,Financial Services
PORT_0006,MANAPPURAM.NS,734,400.08,2025-01-01,Financial Services
PORT_0006,BHARATFORG.NS,966,2578.93,2025-01-01,Automobile and Auto Components
PORT_0006,INTELLECT.NS,814,676.9,2025-01-01,Information Technology
PORT_0006,CLEAN.NS,373,880.3,2025-01-01,Chemicals
PORT_0006,SOLARINDS.NS,965,15219.21,2025-01-01,Chemicals
PORT_0006,COLPAL.NS,698,2041.36,2025-01-01,FMCG
PORT_0006,DRREDDY.NS,626,1143.22,2025-01-01,Healthcare
PORT_0006,BALRAMCHIN.NS,126,606.98,2025-01-01,FMCG
PORT_0006,ADANIPORTS.NS,749,1946.46,2025-01-01,Services
PORT_0006,PNCINFRA.NS,427,250.67,2025-01-01,Construction
PORT_0006,MARICO.NS,304,785.05,2025-01-01,FMCG
PORT_0006,IEX.NS,380,116.11,2025-01-01,Financial Services
PORT_0006,ABCAPITAL.NS,646,360.82,2025-01-01,Financial Services
PORT_0006,VBL.NS,246,435.96,2025-01-01,FMCG
PORT_0006,RELAXO.NS,30,462.93,2025-01-01,Consumer Durables
PORT_0006,NCC.NS,876,161.66,2025-01-01,Construction
PORT_0007,CARBORUNIV.NS,532,979.38,2025-01-01,Capital Goods
PORT_0007,GNFC.NS,599,563.78,2025-01-01,Chemicals
PORT_0007,CARTRADE.NS,450,2789.39,2025-01-01,Consumer Services
PORT_0007,PRESTIGE.NS,779,1441.88,2025-01-01,Realty
PORT_0007,VMART.NS,272,861.75,2025-01-01,Consumer Services
PORT_0007,BECTORFOOD.NS,844,219.26,2025-01-01,FMCG
PORT_0007,ABFRL.NS,646,68.84,2025-01-01,Consumer Services
PORT_0007,KALYANKJIL.NS,762,488.88,2025-01-01,Consumer Durables
PORT_0008,ARE&M.NS,417,784.63,2025-01-01,Automobile and Auto Components
PORT_0008,CUMMINSIND.NS,26,6416.79,2025-01-01,Capital Goods
PORT_0008,BIKAJI.NS,286,595.47,2025-01-01,FMCG
PORT_0008,IDEA.NS,936,11.69,2025-01-01,Telecommunication
PORT_0008,PIDILITIND.NS,660,1972.58,2025-01-01,Chemicals
PORT_0008,KNRCON.NS,220,149.03,2025-01-01,Construction
PORT_0008,SIEMENS.NS,549,3711.32,2025-01-01,Capital Goods
PORT_0008,PRAJIND.NS,451,272.83,2025-01-01,Capital Goods
PORT_0008,SHOPERSTOP.NS,359,475.59,2025-01-01,Consumer Services
PORT_0008,SBIN.NS,529,994.08,2025-01-01,Financial Services
PORT_0008,PARAGMILK.NS,559,185.95,2025-01-01,FMCG
PORT_0008,RBLBANK.NS,377,462.75,2025-01-01,Financial Services
PORT_0009,DEEPAKNTR.NS,174,2142.36,2025-01-01,Chemicals
PORT_0009,TIMKEN.NS,91,2875.11,2025-01-01,Capital Goods
PORT_0009,BHARATFORG.NS,608,1991.65,2025-01-01,Automobile and Auto Components
PORT_0009,LUPIN.NS,993,2210.59,2025-01-01,Healthcare
PORT_0009,BRITANNIA.NS,380,6550.3,2025-01-01,FMCG
PORT_0009,MARUTI.NS,393,16661.11,2025-01-01,Automobile and Auto Components
PORT_0009,RELAXO.NS,454,358.09,2025-01-01,Consumer Durables
PORT_0009,NHPC.NS,187,83.69,2025-01-01,Power
PORT_0009,CSBBANK.NS,904,285.38,2025-01-01,Financial Services
PORT_0009,BSE.NS,336,3711.2,2025-01-01,Financial Services
PORT_0009,FLUOROCHEM.NS,298,4560.37,2025-01-01,Chemicals
PORT_0009,ADANIENT.NS,582,2690.71,2025-01-01,Metals & Mining
PORT_0009,RELIANCE.NS,37,1453.77,2025-01-01,Oil Gas & Consumable Fuels
PORT_0009,RATEGAIN.NS,690,1059.9,2025-01-01,Information Technology
PORT_0009,CLEAN.NS,186,809.0,2025-01-01,Chemicals
PORT_0009,NTPC.NS,975,304.98,2025-01-01,Power
PORT_0009,CDSL.NS,619,1319.87,2025-01-01,Financial Services
PORT_0009,POWERGRID.NS,862,232.59,2025-01-01,Power
PORT_0009,TATACHEM.NS,31,767.84,2025-01-01,Chemicals
PORT_0010,IOB.NS,188,30.66,2025-01-01,Financial Services
PORT_0010,SOBHA.NS,464,1141.74,2025-01-01,Realty
PORT_0010,FACT.NS,781,800.62,2025-01-01,Chemicals
PORT_0010,BAJAJ-AUTO.NS,950,13858.03,2025-01-01,Automobile and Auto Components
PORT_0010,ADANIPORTS.NS,501,1998.69,2025-01-01,Services
PORT_0010,PAGEIND.NS,171,39467.44,2025-01-01,Textiles
PORT_0011,CARTRADE.NS,892,2751.3,2025-01-01,Consumer Services
PORT_0011,ALKYLAMINE.NS,313,1586.08,2025-01-01,Chemicals
PORT_0011,ADANIGREEN.NS,829,1571.97,2025-01-01,Power
PORT_0011,VIJAYA.NS,704,1283.72,2025-01-01,Healthcare
PORT_0011,IGL.NS,111,153.3,2025-01-01,Oil Gas & Consumable Fuels
PORT_0011,PRAJIND.NS,967,359.09,2025-01-01,Capital Goods
PORT_0011,DLF.NS,408,669.16,2025-01-01,Realty
PORT_0011,HINDUNILVR.NS,713,2089.57,2025-01-01,FMCG
PORT_0011,INOXWIND.NS,763,85.04,2025-01-01,Capital Goods
PORT_0011,MOTHERSON.NS,958,200.9,2025-01-01,Automobile and Auto Components
PORT_0011,HDFCLIFE.NS,91,527.79,2025-01-01,Financial Services
PORT_0011,AJANTPHARM.NS,696,3858.4,2025-01-01,Healthcare
PORT_0011,BAJFINANCE.NS,781,1210.2,2025-01-01,Financial Services
PORT_0012,WHIRLPOOL.NS,963,723.14,2025-01-01,Consumer Durables
PORT_0012,VINATIORGA.NS,834,1256.93,2025-01-01,Chemicals
PORT_0012,ATUL.NS,537,6958.5,2025-01-01,Chemicals
PORT_0012,IDEAFORGE.NS,382,965.06,2025-01-01,Capital Goods
PORT_0012,SRF.NS,656,3011.7,2025-01-01,Chemicals
PORT_0012,IRCON.NS,316,106.24,2025-01-01,Construction
PORT_0012,BIKAJI.NS,340,705.74,2025-01-01,FMCG
PORT_0013,KANSAINER.NS,776,213.84,2025-01-01,Consumer Durables
PORT_0013,FORTIS.NS,986,1127.93,2025-01-01,Healthcare
PORT_0013,LUPIN.NS,19,2346.36,2025-01-01,Healthcare
PORT_0013,NHPC.NS,794,80.04,2025-01-01,Power
PORT_0013,AARTIIND.NS,445,528.64,2025-01-01,Chemicals
PORT_0013,RANEHOLDIN.NS,644,1949.18,2025-01-01,Automobile and Auto Components
PORT_0013,JSWENERGY.NS,111,627.78,2025-01-01,Power
PORT_0013,TATAELXSI.NS,200,3794.45,2025-01-01,Information Technology
PORT_0013,LATENTVIEW.NS,813,353.36,2025-01-01,Information Technology
PORT_0013,BAJAJFINSV.NS,904,2272.07,2025-01-01,Financial Services
PORT_0013,BALKRISIND.NS,113,2150.81,2025-01-01,Automobile and Auto Components
PORT_0014,MARICO.NS,130,779.33,2025-01-01,FMCG
PORT_0014,CANBK.NS,47,111.47,2025-01-01,Financial Services
PORT_0014,RAINBOW.NS,934,1289.25,2025-01-01,Healthcare
PORT_0014,LMW.NS,723,19572.54,2025-01-01,Capital Goods
PORT_0014,LAURUSLABS.NS,251,2125.88,2025-01-01,Healthcare
PORT_0014,JKCEMENT.NS,630,6082.04,2025-01-01,Construction Materials
PORT_0014,KALYANKJIL.NS,604,511.82,2025-01-01,Consumer Durables
PORT_0014,NAUKRI.NS,78,984.14,2025-01-01,Consumer Services
PORT_0014,BANDHANBNK.NS,149,158.41,2025-01-01,Financial Services
PORT_0014,RADICO.NS,321,4595.06,2025-01-01,FMCG
PORT_0014,HATSUN.NS,674,887.23,2025-01-01,FMCG
PORT_0015,DMART.NS,513,3627.45,2025-01-01,Consumer Services
PORT_0015,PARAGMILK.NS,934,217.54,2025-01-01,FMCG
PORT_0015,KPITTECH.NS,86,711.89,2025-01-01,Information Technology
PORT_0015,UCOBANK.NS,267,29.02,2025-01-01,Financial Services
PORT_0015,RCF.NS,191,137.42,2025-01-01,Chemicals
PORT_0015,THERMAX.NS,559,3402.06,2025-01-01,Capital Goods
PORT_0015,MRF.NS,285,155826.46,2025-01-01,Automobile and Auto Components
PORT_0015,DATAPATTNS.NS,966,4815.59,2025-01-01,Capital Goods
PORT_0015,JINDALSTEL.NS,489,1179.88,2025-01-01,Metals & Mining
PORT_0015,SHRIRAMFIN.NS,460,1336.94,2025-01-01,Financial Services
PORT_0015,BHARATFORG.NS,684,2329.68,2025-01-01,Automobile and Auto Components
PORT_0015,LMW.NS,409,16038.28,2025-01-01,Capital Goods
PORT_0015,AJANTPHARM.NS,890,4132.83,2025-01-01,Healthcare
PORT_0015,ASTERDM.NS,468,821.15,2025-01-01,Healthcare
PORT_0015,TIINDIA.NS,508,2667.79,2025-01-01,Automobile and Auto Components
PORT_0015,PRESTIGE.NS,935,1466.12,2025-01-01,Realty
PORT_0015,POWERGRID.NS,313,251.2,2025-01-01,Power
PORT_0015,PRAJIND.NS,607,261.91,2025-01-01,Capital Goods
PORT_0015,BEML.NS,471,2085.72,2025-01-01,Capital Goods
PORT_0016,GRASIM.NS,771,3352.18,2025-01-01,Construction Materials
PORT_0016,INDUSINDBK.NS,392,925.22,2025-01-01,Financial Services
PORT_0016,BEML.NS,534,1876.1,2025-01-01,Capital Goods
PORT_0016,FLUOROCHEM.NS,947,5046.89,2025-01-01,Chemicals
PORT_0016,KALYANKJIL.NS,285,576.36,2025-01-01,Consumer Durables
PORT_0017,INDIAMART.NS,535,1997.09,2025-01-01,Consumer Services
PORT_0017,BEML.NS,912,1728.92,2025-01-01,Capital Goods
PORT_0017,BPCL.NS,896,322.58,2025-01-01,Oil Gas & Consumable Fuels
PORT_0017,ENDURANCE.NS,584,3413.93,2025-01-01,Automobile and Auto Components
PORT_0017,INTELLECT.NS,428,599.24,2025-01-01,Information Technology
PORT_0018,BSE.NS,305,2894.66,2025-01-01,Financial Services
PORT_0018,KIRLOSENG.NS,340,2461.65,2025-01-01,Capital Goods
PORT_0018,GRASIM.NS,21,2860.14,2025-01-01,Construction Materials
PORT_0018,PARAGMILK.NS,804,231.63,2025-01-01,FMCG
PORT_0018,KANSAINER.NS,971,234.93,2025-01-01,Consumer Durables
PORT_0018,CENTRALBK.NS,907,32.31,2025-01-01,Financial Services
PORT_0018,TORNTPOWER.NS,39,1284.94,2025-01-01,Power
PORT_0019,BLUEDART.NS,988,4673.11,2025-01-01,Services
PORT_0019,EXIDEIND.NS,765,407.54,2025-01-01,Automobile and Auto Components
PORT_0019,J&KBANK.NS,292,165.15,2025-01-01,Financial Services
PORT_0019,PIDILITIND.NS,386,1591.15,2025-01-01,Chemicals
PORT_0019,RKFORGE.NS,517,836.63,2025-01-01,Capital Goods
PORT_0019,UCOBANK.NS,364,22.72,2025-01-01,Financial Services
PORT_0019,SRF.NS,196,2480.64,2025-01-01,Chemicals
PORT_0019,LATENTVIEW.NS,430,247.34,2025-01-01,Information Technology
PORT_0019,INDIAMART.NS,313,1628.02,2025-01-01,Consumer Services
PORT_0019,LODHA.NS,953,1260.93,2025-01-01,Realty
PORT_0019,JSWENERGY.NS,653,496.85,2025-01-01,Power
PORT_0019,CESC.NS,287,162.42,2025-01-01,Power
PORT_0019,KIRLOSENG.NS,117,2521.22,2025-01-01,Capital Goods
PORT_0019,TECHM.NS,813,1820.39,2025-01-01,Information Technology
PORT_0019,METROPOLIS.NS,702,494.53,2025-01-01,Healthcare
PORT_0019,BALAMINES.NS,262,1724.63,2025-01-01,Chemicals
PORT_0020,ABBOTINDIA.NS,969,28397.62,2025-01-01,Healthcare
PORT_0020,LALPATHLAB.NS,902,1642.15,2025-01-01,Healthcare
PORT_0020,KIRLOSENG.NS,44,2504.61,2025-01-01,Capital Goods
PORT_0020,LATENTVIEW.NS,162,240.44,2025-01-01,Information Technology
PORT_0020,HAPPSTMNDS.NS,517,346.01,2025-01-01,Information Technology
PORT_0020,IPCALAB.NS,491,2007.04,2025-01-01,Healthcare
PORT_0020,BEML.NS,747,1878.6,2025-01-01,Capital Goods
PORT_0020,ABB.NS,928,7386.21,2025-01-01,Capital Goods
PORT_0020,ZENSARTECH.NS,537,458.23,2025-01-01,Information Technology
PORT_0020,FORTIS.NS,850,982.71,2025-01-01,Healthcare
PORT_0020,IDEAFORGE.NS,924,789.35,2025-01-01,Capital Goods
PORT_0020,GRASIM.NS,857,2922.44,2025-01-01,Construction Materials
PORT_0020,LT.NS,448,3868.99,2025-01-01,Construction
PORT_0020,PNCINFRA.NS,354,229.33,2025-01-01,Construction
PORT_0021,ESCORTS.NS,115,2600.26,2025-01-01,Automobile and Auto Components
PORT_0021,OBEROIRLTY.NS,237,2071.67,2025-01-01,Realty
PORT_0021,SENCO.NS,327,347.23,2025-01-01,Consumer Durables
PORT_0021,SANOFI.NS,608,3684.69,2025-01-01,Healthcare
PORT_0021,SAIL.NS,481,144.02,2025-01-01,Metals & Mining
PORT_0021,IDEA.NS,22,10.6,2025-01-01,Telecommunication
PORT_0021,HERITGFOOD.NS,703,338.82,2025-01-01,FMCG
PORT_0021,NTPC.NS,238,368.05,2025-01-01,Power
PORT_0021,TORNTPOWER.NS,198,1355.61,2025-01-01,Power
PORT_0021,MANYAVAR.NS,88,573.38,2025-01-01,Consumer Services
PORT_0022,PARAGMILK.NS,839,218.39,2025-01-01,FMCG
PORT_0022,BAJFINANCE.NS,546,1035.69,2025-01-01,Financial Services
PORT_0022,THERMAX.NS,473,3877.15,2025-01-01,Capital Goods
PORT_0022,NHPC.NS,209,84.58,2025-01-01,Power
PORT_0022,GLENMARK.NS,869,2387.77,2025-01-01,Healthcare
PORT_0022,LATENTVIEW.NS,157,259.92,2025-01-01,Information Technology
PORT_0022,INDUSINDBK.NS,242,907.18,2025-01-01,Financial Services
PORT_0022,ABCAPITAL.NS,675,359.75,2025-01-01,Financial Services
PORT_0022,NYKAA.NS,208,329.97,2025-01-01,Consumer Services
PORT_0022,KALYANKJIL.NS,130,602.08,2025-01-01,Consumer Durables
PORT_0023,METROPOLIS.NS,430,674.83,2025-01-01,Healthcare
PORT_0023,HDFCBANK.NS,862,721.81,2025-01-01,Financial Services
PORT_0023,SHOPERSTOP.NS,246,410.44,2025-01-01,Consumer Services
PORT_0023,RAINBOW.NS,496,1375.56,2025-01-01,Healthcare
PORT_0023,FLUOROCHEM.NS,672,5335.15,2025-01-01,Chemicals
PORT_0023,SOUTHBANK.NS,999,52.25,2025-01-01,Financial Services
PORT_0023,MANYAVAR.NS,77,586.91,2025-01-01,Consumer Services
PORT_0023,CENTRALBK.NS,680,25.35,2025-01-01,Financial Services
PORT_0023,NCC.NS,418,116.98,2025-01-01,Construction
PORT_0023,MARUTI.NS,611,15814.96,2025-01-01,Automobile and Auto Components
PORT_0023,ENDURANCE.NS,362,2424.34,2025-01-01,Automobile and Auto Components
PORT_0023,DALBHARAT.NS,533,1756.52,2025-01-01,Construction Materials
PORT_0023,KANSAINER.NS,765,202.83,2025-01-01,Consumer Durables
PORT_0023,APOLLOTYRE.NS,321,377.49,2025-01-01,Automobile and Auto Components
PORT_0023,CESC.NS,491,192.49,2025-01-01,Power
PORT_0023,HAPPSTMNDS.NS,854,398.78,2025-01-01,Information Technology
PORT_0023,KEI.NS,374,5995.62,2025-01-01,Capital Goods
PORT_0023,HGINFRA.NS,599,461.12,2025-01-01,Construction
PORT_0023,TECHM.NS,431,1488.22,2025-01-01,Information Technology
PORT_0024,ADANIENT.NS,775,3213.27,2025-01-01,Metals & Mining
PORT_0024,METROPOLIS.NS,941,471.39,2025-01-01,Healthcare
PORT_0024,RADICO.NS,47,4071.57,2025-01-01,FMCG
PORT_0024,BAJAJ-AUTO.NS,402,13374.26,2025-01-01,Automobile and Auto Components
PORT_0024,RAINBOW.NS,503,1322.83,2025-01-01,Healthcare
PORT_0025,ADANIENT.NS,665,2464.07,2025-01-01,Metals & Mining
PORT_0025,ICICIPRULI.NS,430,428.84,2025-01-01,Financial Services
PORT_0025,AJANTPHARM.NS,56,4034.68,2025-01-01,Healthcare
PORT_0025,CSBBANK.NS,897,378.19,2025-01-01,Financial Services
PORT_0025,BPCL.NS,756,266.68,2025-01-01,Oil Gas & Consumable Fuels
PORT_0025,UPL.NS,447,627.28,2025-01-01,Chemicals
PORT_0025,NCC.NS,99,130.72,2025-01-01,Construction
PORT_0026,RECLTD.NS,339,401.04,2025-01-01,Financial Services
PORT_0026,ZYDUSLIFE.NS,692,1052.16,2025-01-01,Healthcare
PORT_0026,PARAGMILK.NS,171,235.48,2025-01-01,FMCG
PORT_0026,INDIANB.NS,80,757.08,2025-01-01,Financial Services
PORT_0026,CENTRALBK.NS,895,31.8,2025-01-01,Financial Services
PORT_0026,INDIAMART.NS,406,1428.15,2025-01-01,Consumer Services
PORT_0026,ADANIPORTS.NS,322,1907.6,2025-01-01,Services
PORT_0026,FINEORG.NS,574,4841.57,2025-01-01,Chemicals
PORT_0026,HINDALCO.NS,197,1100.04,2025-01-01,Metals & Mining
PORT_0026,TVSMOTOR.NS,819,4997.98,2025-01-01,Automobile and Auto Components
PORT_0026,RADICO.NS,493,4686.71,2025-01-01,FMCG
PORT_0026,NCC.NS,880,169.48,2025-01-01,Construction
PORT_0026,SHOPERSTOP.NS,667,360.29,2025-01-01,Consumer Services
PORT_0026,COROMANDEL.NS,625,1679.28,2025-01-01,Chemicals
PORT_0026,PRESTIGE.NS,565,1821.59,2025-01-01,Realty
PORT_0027,PARAGMILK.NS,288,224.43,2025-01-01,FMCG
PORT_0027,AJANTPHARM.NS,986,3292.03,2025-01-01,Healthcare
PORT_0027,JUBLFOOD.NS,614,465.91,2025-01-01,Consumer Services
PORT_0027,TRENT.NS,796,3352.88,2025-01-01,Consumer Services
PORT_0027,PHOENIXLTD.NS,449,1874.2,2025-01-01,Realty
PORT_0027,COROMANDEL.NS,672,1935.72,2025-01-01,Chemicals
PORT_0027,UNIONBANK.NS,810,207.98,2025-01-01,Financial Services
PORT_0027,NYKAA.NS,539,343.67,2025-01-01,Consumer Services
PORT_0027,SONACOMS.NS,937,815.41,2025-01-01,Automobile and Auto Components
PORT_0027,LAURUSLABS.NS,26,2152.5,2025-01-01,Healthcare
PORT_0027,BALRAMCHIN.NS,335,707.93,2025-01-01,FMCG
PORT_0027,DMART.NS,622,3943.31,2025-01-01,Consumer Services
PORT_0027,RAMCOCEM.NS,930,786.94,2025-01-01,Construction Materials
PORT_0027,SUVEN.NS,211,353.19,2025-01-01,Healthcare
PORT_0027,CYIENT.NS,532,790.65,2025-01-01,Information Technology
PORT_0028,JUBLINGREA.NS,245,752.45,2025-01-01,Chemicals
PORT_0028,METROPOLIS.NS,758,577.32,2025-01-01,Healthcare
PORT_0028,PERSISTENT.NS,164,4516.75,2025-01-01,Information Technology
PORT_0028,SJVN.NS,509,60.01,2025-01-01,Power
PORT_0028,BRITANNIA.NS,561,4720.12,2025-01-01,FMCG
PORT_0028,BALRAMCHIN.NS,794,616.25,2025-01-01,FMCG
PORT_0028,DLF.NS,578,535.46,2025-01-01,Realty
PORT_0028,SENCO.NS,146,333.25,2025-01-01,Consumer Durables
PORT_0028,RKFORGE.NS,428,861.52,2025-01-01,Capital Goods
PORT_0028,GODREJPROP.NS,472,1920.73,2025-01-01,Realty
PORT_0028,IDEA.NS,605,13.74,2025-01-01,Telecommunication
PORT_0028,360ONE.NS,332,1098.1,2025-01-01,Financial Services
PORT_0028,AIAENG.NS,960,5162.2,2025-01-01,Capital Goods
PORT_0028,SPENCERS.NS,311,26.18,2025-01-01,Consumer Services
PORT_0029,CARBORUNIV.NS,336,912.73,2025-01-01,Capital Goods
PORT_0029,PNCINFRA.NS,899,255.0,2025-01-01,Construction
PORT_0029,FINCABLES.NS,338,854.46,2025-01-01,Capital Goods
PORT_0029,PIDILITIND.NS,456,1518.41,2025-01-01,Chemicals
PORT_0029,AARTIIND.NS,229,585.48,2025-01-01,Chemicals
PORT_0029,NATCOPHARM.NS,544,861.24,2025-01-01,Healthcare
PORT_0029,BLUEDART.NS,238,4178.14,2025-01-01,Services
PORT_0029,AVANTIFEED.NS,89,1042.21,2025-01-01,FMCG
PORT_0029,ATUL.NS,299,7584.39,2025-01-01,Chemicals
PORT_0029,ASTERDM.NS,680,993.08,2025-01-01,Healthcare
PORT_0029,M&M.NS,711,3985.74,2025-01-01,Automobile and Auto Components
PORT_0029,ABBOTINDIA.NS,907,24599.66,2025-01-01,Healthcare
PORT_0029,ASTRAL.NS,322,1245.13,2025-01-01,Capital Goods
PORT_0029,360ONE.NS,880,1227.59,2025-01-01,Financial Services
PORT_0029,BECTORFOOD.NS,38,250.66,2025-01-01,FMCG
PORT_0029,NAVINFLUOR.NS,25,8853.8,2025-01-01,Chemicals
PORT_0029,METROPOLIS.NS,814,675.52,2025-01-01,Healthcare
PORT_0029,RANEHOLDIN.NS,949,1932.55,2025-01-01,Automobile and Auto Components
PORT_0029,AIAENG.NS,976,4518.8,2025-01-01,Capital Goods
PORT_0029,RCF.NS,86,145.11,2025-01-01,Chemicals
PORT_0030,J&KBANK.NS,709,141.63,2025-01-01,Financial Services
PORT_0030,DABUR.NS,514,396.33,2025-01-01,FMCG
PORT_0030,MOTILALOFS.NS,513,752.02,2025-01-01,Financial Services
PORT_0030,ASTRAL.NS,653,1564.6,2025-01-01,Capital Goods
PORT_0030,RANEHOLDIN.NS,982,1415.67,2025-01-01,Automobile and Auto Components
PORT_0030,SAIL.NS,865,207.55,2025-01-01,Metals & Mining
PORT_0030,GAIL.NS,554,191.98,2025-01-01,Oil Gas & Consumable Fuels
PORT_0030,AIAENG.NS,210,4910.09,2025-01-01,Capital Goods
PORT_0030,RVNL.NS,646,255.54,2025-01-01,Construction
PORT_0030,SUNDARMFIN.NS,51,4934.18,2025-01-01,Financial Services
PORT_0030,TANLA.NS,709,674.32,2025-01-01,Information Technology
PORT_0030,CHAMBLFERT.NS,450,491.25,2025-01-01,Chemicals
PORT_0030,CROMPTON.NS,515,255.74,2025-01-01,Consumer Durables
PORT_0031,BRIGADE.NS,161,497.34,2025-01-01,Realty
PORT_0031,FACT.NS,662,910.21,2025-01-01,Chemicals
PORT_0031,PIIND.NS,312,2242.01,2025-01-01,Chemicals
PORT_0031,KALYANKJIL.NS,459,543.96,2025-01-01,Consumer Durables
PORT_0031,TCS.NS,52,2400.48,2025-01-01,Information Technology
PORT_0031,ASTERDM.NS,12,858.62,2025-01-01,Healthcare
PORT_0031,EASEMYTRIP.NS,605,6.21,2025-01-01,Consumer Services
PORT_0031,MAHLIFE.NS,473,373.2,2025-01-01,Realty
PORT_0031,TANLA.NS,186,663.28,2025-01-01,Information Technology
PORT_0031,KOTAKBANK.NS,570,395.65,2025-01-01,Financial Services
PORT_0031,LT.NS,298,4816.85,2025-01-01,Construction
PORT_0031,AARTIIND.NS,341,530.64,2025-01-01,Chemicals
PORT_0031,ABCAPITAL.NS,264,395.29,2025-01-01,Financial Services
PORT_0032,SUNPHARMA.NS,956,2109.25,2025-01-01,Healthcare
PORT_0032,BERGEPAINT.NS,644,556.91,2025-01-01,Consumer Durables
PORT_0032,BLUEDART.NS,708,5004.51,2025-01-01,Services
PORT_0032,KANSAINER.NS,869,193.32,2025-01-01,Consumer Durables
PORT_0032,MANYAVAR.NS,262,513.39,2025-01-01,Consumer Services
PORT_0032,IDEAFORGE.NS,85,855.59,2025-01-01,Capital Goods
PORT_0032,UNIONBANK.NS,158,201.94,2025-01-01,Financial Services
PORT_0032,ABCAPITAL.NS,220,342.92,2025-01-01,Financial Services
PORT_0032,BALKRISIND.NS,694,2951.36,2025-01-01,Automobile and Auto Components
PORT_0032,ABBOTINDIA.NS,385,27346.21,2025-01-01,Healthcare
