,trading_days,total_return,annualized_return,annualized_volatility,return_1M,return_3M,return_6M,return_1Y,portfolio_max_drawdown,rolling_max_drawdown_30d,rolling_max_drawdown_252d,downside_deviation_annualized,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_calmar_ratio,asset_count,sector_count,largest_sector_pct,top_3_holdings_pct,top_5_holdings_pct,hhi,sector_automobile_and_auto_components_pct,sector_capital_goods_pct,sector_chemicals_pct,sector_construction_pct,sector_construction_materials_pct,sector_consumer_durables_pct,sector_consumer_services_pct,sector_fmcg_pct,sector_financial_services_pct,sector_healthcare_pct,sector_information_technology_pct,sector_metals_&_mining_pct,sector_oil_gas_&_consumable_fuels_pct,sector_power_pct,sector_realty_pct,sector_services_pct,sector_telecommunication_pct,sector_textiles_pct,diversification_score,portfolio_beta,risk_score,concentration_warning,volatility_warning,diversification_warning
rolling_max_drawdown_252d,,-0.14489260763081338,-0.1684537920173992,-0.5415914867365793,0.04525785679475134,-0.152734341451519,-0.11004883723676588,-0.18288920064871886,0.9323540801789433,0.81393492765667,1.0,-0.597536696985983,0.13184036335081892,0.13503273107177255,0.5556599471026068,0.3143792433144244,0.2630159784103601,-0.07736193946155465,-0.1814071629238664,-0.20967282641214807,-0.1047042702881232,0.05791670630531084,-0.2410322866696166,0.1298141859279729,-0.07929294280719733,-0.014578623688442304,-0.02513152576145554,0.05144950289157013,0.09503085741547596,-0.19116469360951696,0.3928677192565701,-0.1010718778326883,-0.16278795459972764,-0.05942838730311906,-0.04749722919551737,-0.15013239901224665,-0.02874435344291757,0.0278104068086083,-0.06343778925663636,0.10470499747687885,-0.5708531177201489,-0.29956977369210785,-0.1444971713228719,-0.388036085654737,-0.2894371733767222
downside_deviation_annualized,,0.37206250441703526,0.38382024448828894,0.9783865156565859,-0.15655398747845073,0.09512767222909242,0.07387798327064041,0.08353514032569567,-0.5684839978643008,-0.5146081999766758,-0.597536696985983,1.0,-0.14275496258330164,-0.1044827881078855,-0.14872477344970353,-0.46428684524645414,-0.39844914299965306,0.4536281660741709,0.5542441760759811,0.5222832256347824,0.5544182406376196,0.08941557206136494,-0.0017106056324977332,-0.002160052157938951,-0.025646154806335846,0.04882548553214238,0.010587812378534286,-0.04074725600446397,-0.18339636580434418,0.0659699137834744,-0.24632232590444753,-0.09232756534289498,0.3124703923367853,0.03547618760973394,0.07741290216265888,0.10839926326687495,0.0025028856811287526,-0.03141847920443549,0.1881634321455885,-0.5544099833063194,0.6895541028272569,0.671965780379586,0.46779403291213695,0.6506899321102796,0.45183316073372826
portfolio_sharpe_ratio,,0.7062660568520631,0.8396931644986825,-0.127510121692421,0.194794197678588,0.15124646461599056,0.34949621507548906,0.37176952882567355,0.21932987908605744,-0.12463638557959597,0.13184036335081892,-0.14275496258330164,1.0,0.9917828464309054,0.7816003748060298,0.29638240637416924,0.21884962504112232,-0.3717006763085711,-0.42207217880569164,-0.38726368518199944,-0.4680338788701699,-0.25026161815382447,0.12110410269587696,0.32725744475382235,-0.042143648326262724,-0.1502819362486805,-0.0005577082263234838,0.02496085329087122,-0.009740251953450699,0.06474662517702214,0.10186993631109587,0.03759085273554267,0.08189159314492683,0.051392992200000966,0.029951738991341376,-0.02337781422123807,-0.19354288768707423,0.007780780464994297,-0.21672100899649532,0.46804145416769855,0.15643657310484274,-0.30070881122519716,-0.38945637440010494,-0.053237770594283224,-0.25481875022599354
portfolio_sortino_ratio,,0.7426357539314861,0.8674692509433797,-0.06604439794186033,0.18249117116394403,0.1569759457171672,0.369886131315206,0.3794395236031693,0.21249806053301878,-0.10135930224776528,0.13503273107177255,-0.1044827881078855,0.9917828464309054,1.0,0.8057485835522175,0.250540756943857,0.17557868612268074,-0.2987564379048702,-0.3400491108960971,-0.3133713015818613,-0.38976382163495893,-0.2548580126398465,0.11704227769454173,0.3470519123411383,-0.05050695469579507,-0.16048577312803647,-0.007687790321206946,0.028713579098794018,-0.011483423975653202,0.07082484187528607,0.11248240646509047,0.03046709132362596,0.06754059791367333,0.04340685612789401,0.02869408080385881,-0.04025693247135452,-0.20005499398444468,0.012211760178164676,-0.20655083035002408,0.38977116837346615,0.12427232208595662,-0.2327660178728269,-0.3177158689826525,-0.008366908469725062,-0.2131037253290311
portfolio_calmar_ratio,,0.5945322571211733,0.6642683295291952,-0.08881987552214322,0.15546544378891755,0.05345941795390044,0.2310962232207268,0.17849859773095325,0.6419114789414213,0.29424089572396667,0.5556599471026068,-0.14872477344970353,0.7816003748060298,0.8057485835522175,1.0,0.21673551209287623,0.1576657620580967,-0.12036632120291198,-0.17110094431247722,-0.17636971075713534,-0.1727007390986486,-0.19672740614193976,-0.06363433896030578,0.39371634872514744,-0.0756752155955472,-0.09741364485307616,-0.015574159801160002,0.05858433885470244,-0.007754560644180779,-0.06429121989108509,0.29558347683025543,-0.08076990869554986,0.05670947024836604,0.0034243062492947175,0.0208751714003738,-0.08170430773376937,-0.1659660907378376,0.010660896900329979,-0.15877506765417618,0.17270945866715706,-0.08492596621065056,-0.1372475855717899,-0.15690625825095003,-0.04650822978403001,-0.186811341181948
asset_count,,-0.02887054397830821,-0.011093317090240246,-0.4887115702236709,0.04182861736781131,0.04817206973805403,0.014769406433623686,-0.0026195210786326053,0.3112771876242385,0.17901276102841754,0.3143792433144244,-0.46428684524645414,0.29638240637416924,0.250540756943857,0.21673551209287623,1.0,0.8430763827379653,-0.3101288372311382,-0.6298665161141422,-0.7551593974544039,-0.4082131383346907,0.08533385393985397,0.00948831051429931,0.06504612112963505,-0.003759209425843693,0.017945310044928862,-0.07404415249129111,-0.036691476307351555,-0.04928010146606448,-0.14360362834512794,0.027262912974863978,0.001280179939989495,-0.06590364232033766,-0.03664894614952835,-0.08263557303360272,-0.06308233261127916,-0.026323496698018076,-6.401473999989223e-05,0.05211773607225796,0.4082116766186566,-0.06693119567824328,-0.5186094695793823,-0.4239576122959439,-0.33264158328193266,-0.8062485188727058
sector_count,,-0.04973193076872389,-0.04173974518104824,-0.4268536207405034,-0.001038644071082931,0.0203238115604886,-0.029450598940325427,-0.058271997712928965,0.2663015207647486,0.1441268110791413,0.2630159784103601,-0.39844914299965306,0.21884962504112232,0.17557868612268074,0.1576657620580967,0.8430763827379653,1.0,-0.3483192478648704,-0.5578197064927667,-0.6586653728615665,-0.36716456481182563,0.06460503909151057,-0.015224248545005495,0.06374794903357865,0.009985125201364879,0.048826040142804686,-0.04998016630751091,0.013252787864319182,-0.04752830748505773,-0.2110183046454755,-0.0008713094009997441,-0.023147230498713457,-0.019444947136443,0.026970977734470308,-0.05675401830411929,0.016894906490326975,0.03382949114350315,0.04290123595996625,0.07631340364193587,0.36716743685173037,-0.04508585310400668,-0.44368221641192934,-0.39209215668367453,-0.3004853482941871,-0.7400453681528691
largest_sector_pct,,-0.010275951792531062,-0.06747369421490261,0.5361079613233645,-0.049428337515857484,-0.0167227471639119,-0.0049703165675700255,-0.047128274963601904,-0.145585660067614,0.12013708645523273,-0.07736193946155465,0.4536281660741709,-0.3717006763085711,-0.2987564379048702,-0.12036632120291198,-0.3101288372311382,-0.3483192478648704,1.0,0.7332475530495522,0.6011820956357884,0.8621714483449506,0.2343652426316749,0.02288998753029383,-0.0572428805253219,-0.07125759014817246,0.01717492964506412,-0.061384452882391596,-0.11144225745939387,-0.09319205365489597,-0.09264580740531894,0.049776404390372606,-0.13505617543846746,-0.06587210640213438,-0.11378004584425316,-0.09225375016634614,-0.15616820439263954,-0.09474840425918071,-0.04236088337622121,0.18572665981758626,-0.8621745053025917,-0.13050098634983157,0.6267339510284303,0.7017259510666275,0.33461836501265574,0.3056989496627091
top_3_holdings_pct,,0.002095676961505236,-0.04526156357845318,0.6332171087859791,-0.08099370567443916,-0.035081477029934756,-0.024720294104791242,-0.053376474981947815,-0.23393061111284233,0.019778834479659092,-0.1814071629238664,0.5542441760759811,-0.42207217880569164,-0.3400491108960971,-0.17110094431247722,-0.6298665161141422,-0.5578197064927667,0.7332475530495522,1.0,0.9348014857078574,0.8333527654887987,0.15890358725030815,-0.03502675428019632,-0.05937135886534494,-0.021746377534412803,0.06693877313217038,-0.01709574739955614,-0.04299683482354372,-0.03554279106585791,-0.07692545024436126,-0.00604792111794875,-0.11076790704748671,-0.016860674203111856,-0.056032009752757746,-0.023477259586395433,-0.10375613275564044,-0.03069075855703487,-0.027743080029424168,0.15721633695689696,-0.8333512669059753,-0.0695535980683733,0.7896640309341799,0.7944193931712473,0.36149867166669364,0.5688476708287741
top_5_holdings_pct,,0.007326519941131365,-0.030300655012441186,0.585836030799756,-0.07303058466181661,-0.04951008594144958,-0.0310809117365629,-0.050461333537205166,-0.2449391219376991,-0.03164597966103854,-0.20967282641214807,0.5222832256347824,-0.38726368518199944,-0.3133713015818613,-0.17636971075713534,-0.7551593974544039,-0.6586653728615665,0.6011820956357884,0.9348014857078574,1.0,0.6969242877076329,0.09725553653090595,-0.03674449366950922,-0.05269864104210754,-0.017797165874023302,0.050563428097431994,-0.014655344120113803,-0.007403571153117255,-0.007670587607942347,-0.02257502883029014,-0.021334291857212084,-0.07425577097904479,0.01115752036718714,-0.03444311343897138,0.01634348911353023,-0.05777030880052177,-0.012611507460037391,-0.03462572251694783,0.09661466869596594,-0.6969242437782756,-0.03454275868595568,0.7449748706961572,0.6889016576809573,0.3203657329401814,0.656908996597786
hhi,,-0.039998111951373184,-0.1078431288124777,0.6417001600824866,-0.1240269826266812,-0.02694233034486222,-0.055926052729345706,-0.1213604303865231,-0.16274812420280188,0.09946364217978686,-0.1047042702881232,0.5544182406376196,-0.4680338788701699,-0.38976382163495893,-0.1727007390986486,-0.4082131383346907,-0.36716456481182563,0.8621714483449506,0.8333527654887987,0.6969242877076329,1.0,0.3094662006923846,-0.08568041649692665,-0.089531684108053,-0.04503722044690728,0.04971726912098883,-0.03528705617774034,-0.07261393394318512,-0.0746945791720794,-0.1355446651853827,-0.008738475601939646,-0.12242445611169087,-0.04337654657124301,-0.08643369971865754,-0.07165368453999449,-0.13145366280947243,-0.06929051043279719,-0.01860999405369352,0.2415845945389262,-0.9999999851364142,-0.08871181305341859,0.7073121368518674,0.7370627337160234,0.4246924998875387,0.39210140865698645
sector_automobile_and_auto_components_pct,,-0.18362739968336877,-0.21424605549100786,0.0806664572316469,0.061520194690386255,-0.0102968104668711,-0.18803560087318402,-0.038372701244235474,-0.017529889737690835,0.027253792374797796,0.05791670630531084,0.08941557206136494,-0.25026161815382447,-0.2548580126398465,-0.19672740614193976,0.08533385393985397,0.06460503909151057,0.2343652426316749,0.15890358725030815,0.09725553653090595,0.3094662006923846,1.0,-0.22218162973249275,-0.17652602907161416,-0.06764301313149716,-0.11216260811888439,-0.09554938475385155,-0.09007674413808697,-0.12885973724831246,-0.17774198583004178,-0.2018506091857793,-0.14639167879765225,-0.07338925545008491,-0.0623379497167529,-0.0635291460835176,-0.08188247201026443,-0.07390227983996235,-0.01383242971348891,-0.05349456698134291,-0.30946404128606647,0.10830477081349232,0.11992846430962055,0.11982284284035369,-0.017227351607660545,-0.05279629577400785
sector_capital_goods_pct,,0.12543837614973138,0.11798501894955254,0.0039395169360346444,0.07544713063440349,0.07344541296443624,0.25100804055265225,0.29899150292335697,-0.21600169418818385,-0.10027100948988776,-0.2410322866696166,-0.0017106056324977332,0.12110410269587696,0.11704227769454173,-0.06363433896030578,0.00948831051429931,-0.015224248545005495,0.02288998753029383,-0.03502675428019632,-0.03674449366950922,-0.08568041649692665,-0.22218162973249275,1.0,-0.12919691979723613,-0.001161165337495624,-0.11381167768124473,-0.0591202735220013,-0.05030908093329076,-0.07782787674399949,-0.13249419224491288,-0.1850099588441667,-0.13037646861655555,-0.05352686032050018,-0.01861490396364368,-0.030771299836604454,-0.04001223451521462,-0.07839335592232813,-0.07077911919917597,-0.10834273292329134,0.08567384283878657,0.01809783064806907,-0.07741382503374389,-0.033739469698764235,0.031190158021609484,-0.034396496254031246
sector_chemicals_pct,,0.3079927211416591,0.32056854512108207,0.024870825109974615,0.13526310063193622,0.0922221346748061,0.18221794971695207,0.060649567858695325,0.15556517517596463,0.0403277176374558,0.1298141859279729,-0.002160052157938951,0.32725744475382235,0.3470519123411383,0.39371634872514744,0.06504612112963505,0.06374794903357865,-0.0572428805253219,-0.05937135886534494,-0.05269864104210754,-0.089531684108053,-0.17652602907161416,-0.12919691979723613,1.0,-0.05245123877705355,-0.08916156580695668,-0.06290081714724743,-0.03663751023120143,-0.04347394450924012,-0.1274816254477678,-0.13320649509930768,-0.07000293771895769,-0.02755267741489123,-0.011339806637162908,-0.06976828707484424,-0.06608232116496285,0.01251525305017076,0.01635367664182976,-0.08243271236867,0.08954296312240587,0.04524677461679675,-0.007819979525839377,-0.06112828708648004,-0.03050478246710716,-0.062022398144295415
sector_construction_pct,,-0.04472652906016898,-0.05550470486684057,-0.042069652643833375,0.02107025892835924,-0.01576201795323307,-0.021891521722769244,0.0010397000691029048,-0.04470686375106773,-0.0763015112020608,-0.07929294280719733,-0.025646154806335846,-0.042143648326262724,-0.05050695469579507,-0.0756752155955472,-0.003759209425843693,0.009985125201364879,-0.07125759014817246,-0.021746377534412803,-0.017797165874023302,-0.04503722044690728,-0.06764301313149716,-0.001161165337495624,-0.05245123877705355,1.0,-0.04351705079503769,0.01736814612284295,-0.04280148555630984,0.01617710344142224,-0.017059230764691267,-0.025094349384783735,-0.03886425201738335,-0.03810341066203786,-0.037700240267142686,0.0014748098475000498,0.03382449817320398,-0.005740235218111101,-0.022021441280685738,-0.026315324365560028,0.04503981742200774,0.06756893621327084,-0.05499968131809903,-0.004481647308696542,-0.04366698741578394,-0.009423566420312288
sector_construction_materials_pct,,-0.11666387957939231,-0.12986421747842566,0.018154747114271664,-0.05705841135167186,-0.0878930653541172,-0.189557605315399,-0.17876322870338845,0.018516254484784726,-0.0560271411039913,-0.014578623688442304,0.04882548553214238,-0.1502819362486805,-0.16048577312803647,-0.09741364485307616,0.017945310044928862,0.048826040142804686,0.01717492964506412,0.06693877313217038,0.050563428097431994,0.04971726912098883,-0.11216260811888439,-0.11381167768124473,-0.08916156580695668,-0.04351705079503769,1.0,-0.04802774708668869,-0.08692480784927197,-0.09558375896692568,-0.07464559976662528,-0.11400540245325227,-0.0651047250509062,-0.02337639553555946,-0.04211591013417717,-0.029237421905786543,-0.020755203276109628,-0.04040612018644546,-0.00526647005087136,-0.049221340368986184,-0.049713303999592756,0.13709507983935681,0.06898264849563569,0.0706041938303358,-0.0620009124698732,0.0037726018118841697
sector_consumer_durables_pct,,-0.024364450327137948,0.0035989575831470843,-0.004839095625666808,0.016225221854579846,0.029425920195350563,-0.024125752296032855,0.02686129642880731,-0.007017103565051408,-0.02625553354205246,-0.02513152576145554,0.010587812378534286,-0.0005577082263234838,-0.007687790321206946,-0.015574159801160002,-0.07404415249129111,-0.04998016630751091,-0.061384452882391596,-0.01709574739955614,-0.014655344120113803,-0.03528705617774034,-0.09554938475385155,-0.0591202735220013,-0.06290081714724743,0.01736814612284295,-0.04802774708668869,1.0,-0.007057163975998546,-0.027400610817560143,0.03828000415987103,-0.046233549039707424,-0.03996228097699375,-0.008339918808571323,-0.03670562936782125,0.06001241332675063,0.007432747932107113,-0.007884371441695483,-0.0006549502162883351,-0.05310397877021666,0.035283665042513734,0.04067694764312988,-0.01001927404158788,-0.015501760971677808,0.03105178931829494,0.08210801792332058
sector_consumer_services_pct,,-0.004350271053903832,0.009090368356182613,-0.0302192504495959,-0.07778625178633942,-0.05570205713331183,-0.07241478588616261,-0.12628888263281685,0.08792177291507612,0.03599540230734759,0.05144950289157013,-0.04074725600446397,0.02496085329087122,0.028713579098794018,0.05858433885470244,-0.036691476307351555,0.013252787864319182,-0.11144225745939387,-0.04299683482354372,-0.007403571153117255,-0.07261393394318512,-0.09007674413808697,-0.05030908093329076,-0.03663751023120143,-0.04280148555630984,-0.08692480784927197,-0.007057163975998546,1.0,-0.0437316056928779,-0.012305807911787718,-0.06821450591793121,-0.048778381454788966,0.02286887916906176,0.09821775661247634,-0.00947316585114306,0.0518396698257341,0.00328134075908311,0.027389704292770014,-0.0591724090417133,0.0726118845100556,-0.04046437812066344,-0.02925904576721167,-0.05613534983096587,-0.018943917652847062,0.02702642505486857
sector_fmcg_pct,,-0.0012651004819412546,-0.06759447482603707,-0.17061962144062184,-0.09965933461084239,-0.2001834048987477,-0.14733395405669278,-0.13962502850820155,0.09007004148948612,0.061876925795053786,0.09503085741547596,-0.18339636580434418,-0.009740251953450699,-0.011483423975653202,-0.007754560644180779,-0.04928010146606448,-0.04752830748505773,-0.09319205365489597,-0.03554279106585791,-0.007670587607942347,-0.0746945791720794,-0.12885973724831246,-0.07782787674399949,-0.04347394450924012,0.01617710344142224,-0.09558375896692568,-0.027400610817560143,-0.0437316056928779,1.0,-0.030569179953555722,-0.09859919813323846,-0.0772597592663735,-0.04585649632577768,-0.009523291892920284,0.01869108896725252,-0.01728749811447576,-0.024184516756713636,-0.043788850356682424,-0.0529783807940628,0.0746868992406251,-0.18034871344484166,-0.060588356382847715,-0.04661341302677081,-0.04853535351165598,0.05817875835622809
sector_financial_services_pct,,0.08654050846450771,0.11285900158414407,0.06684839064997537,-0.20206340510846987,-0.21513652663646504,-0.1366065561868074,0.054867263384507245,-0.1626373765326992,-0.2835207278899079,-0.19116469360951696,0.0659699137834744,0.06474662517702214,0.07082484187528607,-0.06429121989108509,-0.14360362834512794,-0.2110183046454755,-0.09264580740531894,-0.07692545024436126,-0.02257502883029014,-0.1355446651853827,-0.17774198583004178,-0.13249419224491288,-0.1274816254477678,-0.017059230764691267,-0.07464559976662528,0.03828000415987103,-0.012305807911787718,-0.030569179953555722,1.0,-0.09894773270988397,-0.014475155680933547,-0.011923346750410633,0.032968680432893714,-0.007169878805812941,0.00741657226356839,-0.03649364596664557,0.03147149739188169,-0.10107260099585494,0.1355488082627062,0.14537478584108446,-0.03532243990769989,-0.06554375906829864,0.10463653737888512,0.1492165477948099
sector_healthcare_pct,,-0.04972303390518451,-0.017221713742499284,-0.21075041647589468,0.03965198087822566,0.04438531626715223,0.11158753044232157,-0.018036416390050467,0.3394780351609686,0.4332429381011444,0.3928677192565701,-0.24632232590444753,0.10186993631109587,0.11248240646509047,0.29558347683025543,0.027262912974863978,-0.0008713094009997441,0.049776404390372606,-0.00604792111794875,-0.021334291857212084,-0.008738475601939646,-0.2018506091857793,-0.1850099588441667,-0.13320649509930768,-0.025094349384783735,-0.11400540245325227,-0.046233549039707424,-0.06821450591793121,-0.09859919813323846,-0.09894773270988397,1.0,-0.11560215795650544,-0.03745918930351181,-0.048889374354113314,-0.04243098537412984,-0.0800509524848271,-0.042733587663099204,-0.03949059603355418,-0.08196087748612772,0.008732630630085418,-0.4060295817210988,-0.07534679162928384,0.04501517755850061,-0.12217095144664716,-0.049393413121340005
