,open,high,low,close,daily_return,log_return,cumulative_return,return_5d,return_20d,return_60d,return_252d,volatility_7d,volatility_14d,volatility_30d,volatility_60d,volatility_90d,volatility_252d,annualized_volatility,downside_deviation_30d,downside_deviation_60d,downside_deviation_252d,drawdown,rolling_max_drawdown_30d,rolling_max_drawdown_60d,rolling_max_drawdown_252d,sharpe_30d,sortino_30d,sharpe_60d,sortino_60d,sharpe_252d,sortino_252d,market_return,market_volatility_30d,market_volatility_60d,market_volatility_252d,beta_30d,beta_60d,beta_252d,sma_20,price_to_sma20,sma_50,price_to_sma50,sma_100,price_to_sma100,sma_200,price_to_sma200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_histogram,bollinger_middle,bollinger_upper,bollinger_lower,bollinger_width,bollinger_position,atr_14,volume_change,volume_sma_20,volume_ratio_20,volume_volatility,daily_range,high_low_ratio,open_close_change,close_open_ratio,upper_shadow,lower_shadow,body_size,momentum_5d,momentum_10d,momentum_20d,momentum_60d,sector_return,sector_volatility_30d,sector_relative_return,daily_return_percentile,volatility_percentile,momentum_percentile,volume_rank,target_1d_return,target_trend
return_252d,-0.004869610418299065,-0.004565703091771446,-0.005050526280934147,-0.004776970062842719,0.057986389871649335,0.05687530714063264,0.18915814608964698,0.12939142983999652,0.2626414973858469,0.46379041386858816,1.0,0.10321722837943428,0.12383012800826945,0.143978702269785,0.1626201738755329,0.1758666389861817,0.21038047578565602,0.2103804757515733,-0.009076337389725244,-0.01492107766289097,-0.03744145304082993,0.42838331692634224,-0.008836828386061922,-0.01253240816646345,-0.0360886557328348,0.2796496297881521,0.2784012467719982,0.3987146286997976,0.4041783029317392,0.8223060568666567,0.8502855489585266,0.028445433394021072,-0.07416228328777806,-0.09128780534686051,-0.09440605052799324,0.06790020937124042,0.09073695207208257,0.10588722902895302,-0.006625063926497306,0.2185938275827649,-0.009534918424150076,0.3547050013405356,-0.014278090020398617,0.5073771256580106,-0.02316226692723225,0.7191274313429475,-0.005853426512651439,-0.0072030842411878555,0.1786913431867605,0.0718577572894929,0.07572693584367447,0.0009251839925241534,-0.006625063926497306,-0.005468744562433132,-0.007900391954851045,0.11057036339316044,0.1575372866038374,0.014516627586186784,0.0009640947126904761,0.020039591989345917,0.000561550614371656,0.002814392712096065,0.08683100181705608,0.08223035082777093,0.03445820899606108,0.03445820974111771,0.015045944549870705,0.011127191901774282,0.011122344097023978,0.12939142999627515,0.18347278644106996,0.2626414973936943,0.4637904139490295,0.03841970131910501,0.026145418765394567,0.043883110295093924,0.037552438823666136,0.18532136539270788,0.18776383368234292,0.021314102434134022,0.011248532226090032,0.007291370997283798
volatility_7d,-0.07003550645552918,-0.06927737820771067,-0.0706336284895029,-0.06991643389043185,0.06558423490754983,0.04568264646409607,0.02146740517449583,0.1298017979297762,0.07785761119348096,0.07293853339065959,0.10321722837943428,1.0,0.8124606377337813,0.6562763350438197,0.5523039502406406,0.503393378342072,0.4256755749072111,0.4256755753247522,0.5556617914985288,0.487800036999066,0.3821006108470985,-0.17835319363857507,-0.07315001762130362,-0.07374454950009207,-0.07757960191575068,0.03484236304448634,0.07306328998868426,0.029256022610410107,0.06281030248237582,0.040541815925891345,0.05985593834340449,0.005758659502695862,0.29627073837315504,0.24819266441828636,0.1473131971001281,0.3389238478868369,0.3237296280741378,0.29627934878954887,-0.07041744023428304,0.08422957092328237,-0.07031511110059759,0.055417272521679,-0.07107893052285089,0.05280066331649582,-0.0721349301820406,0.06848437834788879,-0.07034839895949545,-0.07040581811633063,0.039023181544897055,-0.008124940845605238,-0.012543800591785248,0.01278322088320841,-0.07041744023428304,-0.06735964380593465,-0.07374899044296417,0.5773196141735367,0.06867575186481313,-0.02100332837462142,0.009366825245902046,0.1490542012176604,0.1612358075975414,0.025894855438179157,0.5289342204597399,0.5172623245969374,0.04747603696505083,0.047476039217009595,-0.016020072077893247,-0.024692043899700016,0.0084657427728445,0.1298017977712948,0.11122820560287985,0.07785761158728614,0.07293853334342008,0.019274958964607104,0.3887269332837213,0.06637786014190092,0.005030342008058624,0.5218377976935032,0.13868316898142768,0.14646017539254938,0.0070477290964711566,0.0012199332455284167
volatility_14d,-0.08306789149433609,-0.0824686064134461,-0.08357297155941268,-0.08302400631950481,0.047279827168140116,0.031148382947262587,0.027552050775362404,0.09571702887172798,0.10177895892556459,0.09007570973403159,0.12383012800826945,0.8124606377337813,1.0,0.8201868824266045,0.6873173497834206,0.6242409042864031,0.5212938534081841,0.5212938537806449,0.6905828994167971,0.6055112141384327,0.4696058017710177,-0.22102914528964476,-0.08696312614963601,-0.08761989128519687,-0.09203137799556786,0.04754435576724028,0.08619477166086877,0.03898452464190093,0.07619144997421438,0.04731433926940278,0.07049350950548788,0.014634777024099968,0.36689042909812314,0.3101181912254368,0.1844764077363009,0.41370741282080264,0.3904637209985341,0.3540497684086083,-0.08357033887152412,0.08546022549757888,-0.08350143511735195,0.061478260991682514,-0.08431758841712182,0.05996150517888578,-0.08549787866546289,0.0801326790621528,-0.08338666750352777,-0.08352727495007688,0.05815301633109325,-0.0057195656637787345,-0.010113001431351522,0.01315739824223943,-0.08357033887152412,-0.07962885635435077,-0.08787042836383178,0.7216404283910368,0.060388893147990695,-0.023430021640826495,0.008372248014315832,0.1865661898360519,0.061889559790750046,0.03206438268905228,0.48328541187248014,0.4702455873035866,0.0221413516031613,0.02214135296493775,-0.027228895420552943,-0.037428569655175,-0.014031824974975614,0.09571702872295317,0.11631933607075892,0.10177895918381374,0.0900757096585736,0.021696294264628987,0.4839711703314192,0.042471083177863356,-0.0070344255494286766,0.6363978312915909,0.15270323226186383,0.13580499027359677,0.012253909359652777,-0.00019195993202667937
volatility_30d,-0.09764957228940727,-0.09718588791871269,-0.09805955791533594,-0.09765255296981287,0.03297313095044279,0.020213851470384552,0.03362775126414643,0.07092468689374415,0.10970467767762421,0.10216707810854576,0.143978702269785,0.6562763350438197,0.8201868824266045,1.0,0.8530995647240006,0.774167763285508,0.6332329777121601,0.6332329780746648,0.8309705629793328,0.7510972822130129,0.5753415185481152,-0.2713437323540106,-0.1021424254971023,-0.1030915930984072,-0.1080824391070719,0.07138265844088013,0.10070379793435884,0.0462965954970397,0.08437253555992016,0.05299853188649901,0.0797853155372365,0.01389543732945501,0.4352105175763859,0.39202603545310066,0.23315921630169673,0.5033277725920475,0.4704720993618764,0.42000799363661784,-0.09807694870052791,0.06885819398571,-0.09819028065471196,0.06173004868869109,-0.09905569508966672,0.06095606574472284,-0.10039592834115121,0.08655773713126794,-0.09792608341325565,-0.0981049677500206,0.029999903588767064,-0.005939404128372884,-0.008640610683085699,0.007635258202406665,-0.09807694870052791,-0.09466658434817873,-0.10177701513181896,0.6643852005959455,0.035277140836174434,-0.04708125136195115,0.007576820757963688,0.21150379614818973,0.0024339134044908954,0.03253076107765107,0.4347639920037344,0.4207729663201623,0.004630875686942201,0.004630876410337208,-0.04090505747842878,-0.05240493681065942,-0.03494554200394519,0.07092468717742177,0.09119082608671009,0.10970467804901426,0.10216707802076593,0.017897794997945565,0.5840399227786898,0.027707884809879884,-0.013136217554122488,0.7599794915883046,0.1057187045377061,0.1252841258018405,0.01388707685460594,-0.001984343337932208
volatility_60d,-0.11125666208083866,-0.11088831746914135,-0.11157755888726409,-0.11127769100847341,0.03081093442352586,0.020416523295729655,0.04132457066126903,0.0660920947989125,0.10219723181488866,0.12933877560810123,0.1626201738755329,0.5523039502406406,0.6873173497834206,0.8530995647240006,1.0,0.9229724680297973,0.7455855968764785,0.7455855971534684,0.7077349855410842,0.8709279814067173,0.6841921167459655,-0.3142868560686392,-0.11489341442262885,-0.11731264025010656,-0.12294134621763063,0.06114068038555683,0.08114299093173089,0.068192188067979,0.10091145055271451,0.06022084868708958,0.0890053431686067,0.026281503164713435,0.34722101676594663,0.44632841332440326,0.2860229920048528,0.4664069996227177,0.5550227104183961,0.48552650999913394,-0.11168542188742667,0.06829786491050367,-0.11199906381278589,0.07272412093007628,-0.11268431872122821,0.06822038597859881,-0.1146815337156254,0.09164627434733452,-0.11154110194812093,-0.11174932859939038,0.025618681252681588,-0.006455540648989021,-0.008452968919905251,0.005261656503557714,-0.11168542188742667,-0.10907387939424998,-0.11448949234287531,0.5574769513248171,0.030661389777276674,-0.06963599493151026,0.0067423426981932655,0.21668974710265854,8.012727514721014e-05,0.029305732261800277,0.39385085194315445,0.37948009316401726,-0.0007672557375718756,-0.0007672556115450798,-0.05394121747171335,-0.06745657139882354,-0.05179182669190884,0.0660920946378996,0.08517543578207423,0.10219723209321216,0.12933877562324209,0.025689563257050466,0.5138736721763966,0.019669196533455027,-0.017792254536744594,0.6693448193757737,0.05550733499640203,0.1189216927495894,0.02105742044969379,-0.0011908569993269553
volatility_90d,-0.11909862279701439,-0.1187907382339688,-0.1193768841502217,-0.11913914405545178,0.026074215816563582,0.01711826837373054,0.04768534182010757,0.05713500933689552,0.09974306680149995,0.13796823497860006,0.1758666389861817,0.503393378342072,0.6242409042864031,0.774167763285508,0.9229724680297973,1.0,0.8164308120591732,0.81643081227696,0.6345420916245981,0.7959058481306699,0.753306909760732,-0.334379136828206,-0.12220991444903627,-0.12450334836523036,-0.13148674509320174,0.06044579250828381,0.07758460404848919,0.07243508609994281,0.09881013162590092,0.06793902138206544,0.0967334383980974,0.025644752872693324,0.2664962564384705,0.3740257627022169,0.3206172429321948,0.4521299407554064,0.5464047471616487,0.5270930691110208,-0.11950279272508312,0.06385464536115183,-0.11988712032932924,0.08077431547856502,-0.12047261712324439,0.08341963614732942,-0.12280418473728255,0.09803753621111319,-0.11937346516392355,-0.11959498673281357,0.018992975111675234,-0.007105988351880618,-0.00839649604153297,0.0028546760913786854,-0.11950279272508312,-0.11733434545544813,-0.1218095831325802,0.5030104137109573,0.02326112836986404,-0.08285735855915252,0.007656401759854333,0.22276136351455497,-0.0007466427307245169,0.03146171339834394,0.37192472174083524,0.3576549027184621,-0.005451890264415311,-0.005451890670518431,-0.062215435874845154,-0.07626282375441139,-0.06082009373954685,0.05713500892785779,0.07645041310272457,0.09974306713256563,0.1379682350715151,0.02418319502223513,0.45414985241051026,0.014924792975376544,-0.02064198510352527,0.640692853573862,0.03552736762636801,0.11936551568564122,0.01914418657786926,-0.004762912466367919
volatility_252d,-0.14115497695545207,-0.14095048242507305,-0.14136817901742044,-0.14122498244323214,0.020158348795826862,0.0129232296011171,0.06850976259885287,0.04478544211951182,0.08327633947311856,0.130896034829434,0.21038047578565602,0.4256755749072111,0.5212938534081841,0.6332329777121601,0.7455855968764785,0.8164308120591732,1.0,0.9999999999999374,0.514889460274414,0.6300953674729328,0.9274775934263245,-0.37288036961714177,-0.1433778088759488,-0.14499163807443766,-0.1541064983689276,0.04028932140899512,0.05537256461051096,0.05810438584656452,0.07816439383387422,0.08869421858881336,0.11497136918926767,0.02280743851450307,0.14775436278881923,0.19923618562800796,0.4044452837038257,0.43630979973306744,0.5301527444374081,0.6398235583290743,-0.14146013434554364,0.051952995424338774,-0.1417730902279511,0.07362109511997267,-0.1422592574917689,0.09269531659714986,-0.14348127302591968,0.11699614310038467,-0.14138377344517578,-0.14155753556566902,0.0037552649970570705,-0.013276438071606526,-0.014220046413720808,0.0005732308512049641,-0.14146013434554364,-0.1398955812090185,-0.1430811666118574,0.42012552638340916,0.005001558470250901,-0.1135799107586648,0.008143941153763181,0.24436123439469404,0.0021918346798584596,0.03268814067014136,0.3433368746027282,0.327491645111725,-0.012022657253756095,-0.012022657936540539,-0.0829632933861298,-0.09732115073538315,-0.08174992936810473,0.04478544151739876,0.0612765094719394,0.08327633969735843,0.1308960348941354,0.02057102690688151,0.34228074043728024,0.010213534376144197,-0.02368183202390551,0.5948757798044385,0.005918562655980674,0.12725723046361148,0.01746027832682371,-0.00831953973795713
annualized_volatility,-0.14115497691631615,-0.1409504823864437,-0.14136817898045115,-0.1412249824064385,0.02015834895709408,0.012923229768663584,0.06850976258603735,0.04478544209447295,0.08327633943287494,0.13089603499995933,0.2103804757515733,0.4256755753247522,0.5212938537806449,0.6332329780746648,0.7455855971534684,0.81643081227696,0.9999999999999374,1.0,0.5148894606005335,0.6300953676699608,0.9274775934664785,-0.3728803697255587,-0.14337780884973672,-0.1449916380508496,-0.15410649832410622,0.04028932142670485,0.055372564644784676,0.058104385929689625,0.0781643939428624,0.08869421857505144,0.11497136920303398,0.022807438462879637,0.14775436292958186,0.19923618570716203,0.4044452836125465,0.4363097998474705,0.5301527446692896,0.6398235584476024,-0.14146013431038273,0.051952995382415504,-0.14177309019985795,0.07362109516896194,-0.14225925746202267,0.09269531666843442,-0.14348127299625094,0.1169961431377085,-0.1413837734084142,-0.14155753553189118,0.00375526508324792,-0.01327643790471057,-0.014220046231189696,0.0005732308317215591,-0.14146013431038273,-0.1398955811674038,-0.1430811665838754,0.4201255265509103,0.005001558533363257,-0.11357991063812235,0.008143940771536224,0.24436123439635563,0.0021918345838207644,0.03268814070061204,0.3433368750816637,0.32749164561635774,-0.012022657135659684,-0.012022657818443529,-0.08296329335311241,-0.09732115065848836,-0.08174992926317935,0.04478544149236469,0.06127650931763957,0.08327633965711438,0.13089603506466987,0.02057102689449121,0.34228074061933444,0.01021353458151675,-0.02368183194075156,0.5948757799588587,0.005918562644447041,0.12725723021653662,0.017460278323790056,-0.00831953969067983
downside_deviation_30d,-0.08893127170559545,-0.08872747452271662,-0.08941863875777771,-0.08919109020461922,-0.06105879591837383,-0.07254534149403478,0.006472731872138629,-0.13543597949488134,-0.2897746234855216,-0.2374550715282695,-0.009076337389725244,0.5556617914985288,0.6905828994167971,0.8309705629793328,0.7077349855410842,0.6345420916245981,0.514889460274414,0.5148894606005335,1.0,0.8167805157253415,0.538581376757837,-0.37817228924172797,-0.08884946052729806,-0.08789052866668302,-0.08963838490977945,-0.35690764094297733,-0.3284228997109051,-0.2685349051290656,-0.2384844074011637,-0.11017349019463031,-0.08738082919720556,-0.028960562036165424,0.5423279602785753,0.429702606322094,0.19980823228621186,0.43695336345691144,0.4210572352607306,0.379580946518545,-0.0868227875630028,-0.27630456152861216,-0.0833684621016713,-0.3950977153236309,-0.0822418252198468,-0.32691274730773545,-0.08253893668780794,-0.21047479216898668,-0.0876505014779777,-0.08596440760446539,-0.24417932943494916,-0.10485068481105662,-0.10322240600264984,-0.025050813042315538,-0.0868227875630028,-0.08399466319954017,-0.08988677885642926,0.5762801996097414,-0.21684039731947358,-0.043623212131760805,0.006861402575358731,0.1688223492556469,-0.017053740032511117,0.03224481868498006,0.38013076078721525,0.367279554787277,-0.06467706089273118,-0.0646770603228335,-0.0453808246366016,-0.04627887808143327,-0.035266769672418284,-0.13543597911018196,-0.19711299276998165,-0.2897746230396768,-0.23745507152857806,-0.038090010504979795,0.5857620682451637,-0.04786099912948177,-0.056386631667847326,0.5762902411706986,-0.20044218319368742,0.11854949416639084,0.01342616889222876,0.006133488586162713
downside_deviation_60d,-0.10457786554533748,-0.1043871388276172,-0.10491723896640037,-0.10473673920969621,-0.02597495842957596,-0.035604452374049335,0.010501139492332114,-0.05889858509460457,-0.14163417624256527,-0.27782615469688,-0.01492107766289097,0.487800036999066,0.6055112141384327,0.7510972822130129,0.8709279814067173,0.7959058481306699,0.6300953674729328,0.6300953676699608,0.8167805157253415,1.0,0.6681335200452304,-0.432080624125029,-0.10598839212608371,-0.10536391283426583,-0.1058365533765295,-0.1825009477343782,-0.1655107193673893,-0.3002934444588148,-0.27697461672911544,-0.12807676432012194,-0.10418787932085773,0.0019327356384898472,0.45790888367543514,0.5484325237398032,0.2735682960249073,0.41838225110864524,0.5027384025936757,0.44821719253634545,-0.10385745933425868,-0.1422316687197796,-0.1015403778100975,-0.25561239000330244,-0.09869441427954688,-0.31536752203800195,-0.09833538775977639,-0.2297807356044443,-0.10390048530209833,-0.10276996903337086,-0.13238391540968708,-0.07738564360299932,-0.08215243871334382,0.0008756008813924375,-0.10385745933425868,-0.10157767275688609,-0.10630023455188158,0.5093495080087854,-0.11405403678694181,-0.06827567236880111,0.006719385624103198,0.18782866565800624,-0.009821863064381015,0.03132114850635169,0.3478637053834856,0.33505389549910974,-0.04078550523642882,-0.04078550458876337,-0.0582581193776046,-0.06410931695918087,-0.05211409737147853,-0.05889858536011461,-0.0901425858297276,-0.14163417608356813,-0.277826154591032,-0.007026876305820401,0.5434835974880609,-0.026681669985602126,-0.041058802483211206,0.5347668887533442,-0.12283711573374298,0.13078583012619804,0.01988012009152246,0.005244990012471179
downside_deviation_252d,-0.13647479320116906,-0.13638358741343637,-0.13662942597704497,-0.13657081832692328,0.0007377245283498261,-0.006170091717094112,0.03152785755837536,0.001907501027183956,-0.0033285743947923355,-0.014960322476001814,-0.03744145304082993,0.3821006108470985,0.4696058017710177,0.5753415185481152,0.6841921167459655,0.753306909760732,0.9274775934263245,0.9274775934664785,0.538581376757837,0.6681335200452304,1.0,-0.5019277420063173,-0.13964717909298188,-0.1416599236834257,-0.1467893796760844,-0.0383230550911172,-0.024976002974592827,-0.06146002547274264,-0.0448596500407182,-0.16481111795351602,-0.1461879190520083,0.017110364152923604,0.19457021505013686,0.2571954765621899,0.4713058869549811,0.41685535499633064,0.5065295980409472,0.6230764046921416,-0.13772061653392106,-0.021307686323946584,-0.13865238037408875,-0.0438160755435059,-0.13929837845749346,-0.06982253169016334,-0.13914751246267879,-0.09909679112288271,-0.13638084079301996,-0.13611038530184796,-0.042449287687197905,-0.03644029317219935,-0.03871211179541028,0.0005384830755927711,-0.13772061653392106,-0.1364324797969181,-0.13903840794926278,0.39121227904094685,-0.03700342472029415,-0.11640797610645261,0.007145074070589593,0.23367965109499586,-0.0038274736592953484,0.02928799924952778,0.2961322646258389,0.2831762342625283,-0.023138437204023154,-0.02313843727435415,-0.08736355935603099,-0.09790891851223539,-0.08366083966606885,0.0019075006011620584,0.0005206184708341446,-0.0033285742669290127,-0.014960322349792202,0.011774680659418607,0.3522619907278182,-0.007199135453915628,-0.02817299485837966,0.5143545571786885,-0.0533030190144961,0.16683912613208118,0.016228980416532864,-0.0036990181080659777
drawdown,0.0879642055019403,0.08821553080788364,0.08800340769646227,0.08823657184879762,0.07137494458586174,0.07495644378435046,0.10097307678738095,0.14697560509122454,0.25701005939422816,0.3714464631491575,0.42838331692634224,-0.17835319363857507,-0.22102914528964476,-0.2713437323540106,-0.3142868560686392,-0.334379136828206,-0.37288036961714177,-0.3728803697255587,-0.37817228924172797,-0.432080624125029,-0.5019277420063173,1.0,0.0865149491395205,0.08489959150906216,0.07538708002255977,0.3372284768167944,0.29374384812606463,0.42961087722000774,0.3942596348881118,0.6135883295408946,0.5778522397420855,0.02898486628446205,-0.1799653584180626,-0.2003071321126258,-0.19921158942188094,-0.24127086748366022,-0.2861910191875815,-0.3167793528175325,0.0870246827436273,0.2454826352551434,0.08519299923641495,0.35512862769811177,0.08221864239662827,0.4518298176938651,0.07719472703266442,0.5427052364784115,0.08669534043493655,0.08499779439938669,0.2575641020017543,0.1054007300172346,0.10750141877825206,0.013094544112350953,0.0870246827436273,0.0869876102311817,0.0869963525990285,-0.20824981156032216,0.23677657512585906,0.08976012372718234,-0.01191642881374608,-0.2215141640170883,0.0062625475371764685,-0.04695148336815622,-0.13936031822885547,-0.13303123696766397,0.07214914138461866,0.07214914136119396,0.07161065535267945,0.07321750867571801,0.06491332992949599,0.14697560477503302,0.19643961785411643,0.25701005940772387,0.37144646290482314,0.042275610922537024,-0.1999772519110625,0.05752590932756367,0.07909881868450311,-0.21246533595423278,0.25753662762936524,-0.08713535228983613,-0.004203157829732717,0.01152218537083083
rolling_max_drawdown_30d,0.998355488078547,0.9982347346737988,0.9983581613197897,0.9982600115653677,-0.0031872040830571587,-0.00216339160621594,0.049791990372871374,-0.006582080279280167,-0.01064151735873186,-0.008004633771106155,-0.008836828386061922,-0.07315001762130362,-0.08696312614963601,-0.1021424254971023,-0.11489341442262885,-0.12220991444903627,-0.1433778088759488,-0.14337780884973672,-0.08884946052729806,-0.10598839212608371,-0.13964717909298188,0.0865149491395205,1.0,0.998612470304915,0.9876788146509409,-0.006687864283623376,-0.00639931577209086,-0.0006557874257470796,-0.0007121277989749791,0.01639536189707845,0.013467950611687565,-0.0012775864506774618,-0.005725838432892369,-0.007826747890640353,-0.010417908086339427,-0.08660408300189289,-0.1053085874159607,-0.1322837640956337,0.9993218312008172,-0.007040644507437398,0.9993900297318978,-0.006263574830674711,0.9977072550577913,-0.0033452605675586625,0.9942250942981767,-0.0012486999204383204,0.9990285844409408,0.9994589248021077,-0.0031781748234986705,0.13578374051274938,0.1517329340826862,-0.026091270641555617,0.9993218312008172,0.9983838370244623,0.9995639172594013,-0.06868725070056027,-0.0047584963065336276,0.9426830276354067,-0.0008780987243667591,-0.05397511459118864,-0.0025933096268821805,-0.0034077301370144817,-0.06931447909126916,-0.06580921038618363,0.0013157330463309175,0.0013157335320849613,0.6686588923520288,0.7134906284342311,0.704587648656974,-0.0065820806521369336,-0.00865170452624736,-0.010641517168546872,-0.008004634130843777,-0.00196376583326512,-0.061300263051403375,-0.002516465282861747,0.002816283649196587,-0.12577257756343962,-0.0038420873537738064,-0.23564513359975808,-0.0036300546973223997,-0.00026430803238045096
rolling_max_drawdown_60d,0.9964467216686856,0.9962988243156027,0.9964777348622333,0.9963560471701541,-0.003409680721752589,-0.0023785931926702565,0.047183523909626185,-0.007200352795170049,-0.012721198252743326,-0.016231193232616375,-0.01253240816646345,-0.07374454950009207,-0.08761989128519687,-0.1030915930984072,-0.11731264025010656,-0.12450334836523036,-0.14499163807443766,-0.1449916380508496,-0.08789052866668302,-0.10536391283426583,-0.1416599236834257,0.08489959150906216,0.998612470304915,1.0,0.9897653607448459,-0.011747313310756569,-0.010729027066111412,-0.010477692883891903,-0.01083806275318422,0.011639873704122209,0.008608040694737541,-0.0016113481178169113,-0.004745203217479535,-0.00788662804689815,-0.011567013240715131,-0.0875352102955514,-0.10595631844230742,-0.1328863763638389,0.9976313629890142,-0.008494591905162312,0.9989243509596909,-0.011182302804219895,0.9988375719889406,-0.010442721828108568,0.9958479579338816,-0.007534555192625765,0.9972437213167817,0.9980704200996712,-0.00500843156220773,0.11344710330235287,0.12377336862154456,-0.012113404343327345,0.9976313629890142,0.9967351098429306,0.9978281022242709,-0.06862435604146482,-0.006366605112232835,0.9391120336597288,-0.0008787719355437414,-0.05386551588948371,-0.002455519408816887,-0.00341623064180335,-0.06983266655712098,-0.06627751165142316,0.001214831007526147,0.001214831322263372,0.6655651666485315,0.7106507883204922,0.7012859672420199,-0.007200353190570295,-0.009707313409618352,-0.012721198068345261,-0.016231193582196476,-0.002378358337213827,-0.06129564807349642,-0.002499066111662147,0.0027484929712203623,-0.12777056778532964,-0.005528406394215416,-0.23567440662344669,-0.003706990623788265,-0.0004279251831101943
rolling_max_drawdown_252d,0.985832299857315,0.9856857413361326,0.9859139155883382,0.9858019667106539,-0.003908517312204735,-0.0028422278210707553,0.033954518264514524,-0.008474969218480096,-0.016572217729303618,-0.027016699951694517,-0.0360886557328348,-0.07757960191575068,-0.09203137799556786,-0.1080824391070719,-0.12294134621763063,-0.13148674509320174,-0.1541064983689276,-0.15410649832410622,-0.08963838490977945,-0.1058365533765295,-0.1467893796760844,0.07538708002255977,0.9876788146509409,0.9897653607448459,1.0,-0.01816040002900769,-0.01638681286565184,-0.024230887199411577,-0.023405406028753156,-0.01974364423545083,-0.023025757685681644,-0.0023493510553801293,0.0004922941019759552,-0.00021565886008851452,-0.01106256033266931,-0.09196285933740031,-0.11149215277757224,-0.13662930649721217,0.9869872543932132,-0.011238113476495323,0.988817558564684,-0.017417180819859924,0.9918966188783467,-0.023596527047561523,0.9962121779574868,-0.029061553019437907,0.9866296842154852,0.9876267476621772,-0.008143148574119111,0.1042732593425246,0.10948089627320956,0.002666404496089453,0.9869872543932132,0.9864287170467702,0.9868270570825906,-0.07077618862066982,-0.008590278637141374,0.9282042616914244,-0.0009052684983044705,-0.054439999548300366,-0.0022745665312279882,-0.003534855925910248,-0.07435239736709186,-0.07012703871593731,0.0013706372794700088,0.0013706377184061673,0.6550673685972782,0.7040140320419076,0.6925488944138323,-0.008474969430545367,-0.011839646517490759,-0.016572217521448943,-0.027016700335768678,-0.003331248447146235,-0.06174597446511326,-0.0024397386267279437,0.0025950361793541598,-0.13682846957353206,-0.007340060364031651,-0.24004402199666824,-0.004009130344018924,-0.0009504743183369647
sharpe_30d,0.005226116069645153,0.005747304011947715,0.005565336659343634,0.005946169583222408,0.17921694554650575,0.17969742007643344,0.04878685000681753,0.39093749620286466,0.7401291072035504,0.6180055211345328,0.2796496297881521,0.03484236304448634,0.04754435576724028,0.07138265844088013,0.06114068038555683,0.06044579250828381,0.04028932140899512,0.04028932142670485,-0.35690764094297733,-0.1825009477343782,-0.0383230550911172,0.3372284768167944,-0.006687864283623376,-0.011747313310756569,-0.01816040002900769,1.0,0.93018767708022,0.6999669854870448,0.677728072186607,0.3700611907924765,0.3616291320257326,0.10639390680035798,-0.2021970775740256,-0.07707461544539554,0.03251266870604536,0.01416108037465575,-0.0006736065571271697,-0.009243974599010033,-0.0017740145817177553,0.6501722251299031,-0.010614500131381035,0.8510921355878467,-0.014774434826659525,0.7252234925163554,-0.01758387845154603,0.5621072329176886,0.001480926958479005,-0.0031044369605669237,0.6671165832257739,0.2474285453102321,0.23686939270803922,0.0808829051007597,-0.0017740145817177553,-0.0008213424022637116,-0.002828052344544832,0.06075410103454558,0.6165814504712473,0.006299661150467433,0.000735460561862625,0.03954298176302157,0.022466123023457088,0.0010092711625438483,-0.001970564809249334,0.0001391425736293688,0.1493936663054702,0.1493936677060895,0.019558515726682928,0.001988121343563165,0.008554304022151037,0.39093749578244696,0.539705791620569,0.7401291068864518,0.6180055211466607,0.1293172383728171,-0.05753086920680674,0.12845347278191802,0.1410544544806079,0.14813321874321267,0.6376991627163023,0.05658096574096783,0.007825234096466663,-0.0032968532332066183
sortino_30d,0.005991441030869043,0.006546152299314972,0.0062756424431626556,0.0066921325102986045,0.17466713513909396,0.1735485949822522,0.050805591759789416,0.38044944759077554,0.7238767025937695,0.6141109996390359,0.2784012467719982,0.07306328998868426,0.08619477166086877,0.10070379793435884,0.08114299093173089,0.07758460404848919,0.05537256461051096,0.055372564644784676,-0.3284228997109051,-0.1655107193673893,-0.024976002974592827,0.29374384812606463,-0.00639931577209086,-0.010729027066111412,-0.01638681286565184,0.93018767708022,1.0,0.6599990266087382,0.6821057522953651,0.34786089943119813,0.34849219674717025,0.08845886730471311,-0.1903518797480204,-0.07517064018583623,0.03411500210171104,0.0020623269954890425,-0.0012105252078641476,-0.0022067113233387105,-0.00071144105750795,0.6262521939404329,-0.008943614412339984,0.8296029889773051,-0.012820794539335899,0.7123766082814925,-0.015545678494061646,0.5539992792238414,0.0023886909999465086,-0.0019284337079720313,0.6272457910633545,0.23311596241799176,0.2218901396792738,0.08034479137476605,-0.00071144105750795,0.0010728711448379747,-0.0026876915559794403,0.17889043362345805,0.5687540927283932,0.008866355666546899,0.0004321037164815311,0.04618344713351985,0.04190185213572689,0.001619759340265437,0.03986744770368718,0.04101757774668968,0.14352037204952214,0.14352037387790617,0.022469286395215667,0.005200507686902612,0.01220330919091191,0.38044944735132885,0.525982480146173,0.7238767021324503,0.6141109997385549,0.11326925612140525,-0.040920347418330824,0.13399429154406603,0.1334671483341391,0.15972910242275637,0.6015242090391526,0.06098553840839469,0.005937606680564663,-0.0032484865174631904
